MID,CHURN,CALL_CENTRE_CALLS,MFTR,EXTERNAL_CONGESTION_ERRORS,NORMAL_CALLS,SUBSCRIBER_ERRORS,QOS_CONGESTION,QOS_SUBSCRIBER,QOS_GROUP,USAGE_DIRECTION,EVENT_TYPE_DATA_USAGE_DIRECTION,EVENT_TYPE_INCOMING_USAGE_DIRECT,EVENT_TYPE_OUTGOING_USAGE_DIRECT,EVENT_TYPE_SMS_USAGE_DIRECTION,OUTGOING_OVERALL,INCOMING_OVERALL,SMS_OVERALL,DATA_OVERALL,USAGE_LIFESTYLE,LIFESTYLE
287,"0",,"Apple",2,222,0,0.009009,0.000000,"Fair",2.295715,5.409330,1.691057,0.702703,1.379772,-0.417103,-0.129795,1.082920,-0.081967,"High SMS","Daily Grinder"
289,"0",,"Samsung",1,179,0,0.005587,0.000000,"Good",2.130252,5.183609,0.829787,1.473333,1.034279,-0.475626,-0.581195,0.717362,-0.113472,"High SMS","Daily Grinder"
293,"0",,"Samsung",3,174,0,0.017241,0.000000,"Poor",2.971395,7.021898,1.471698,0.925566,1.104478,-0.510291,-0.466396,-0.315378,-0.526672,"Other Usage","Undef"
295,"1",,"LG",1,195,0,0.005128,0.000000,"Good",5.533107,7.086275,7.041667,2.292011,5.712477,-0.275610,-0.535241,-0.311594,0.899110,"High Data","Daily Grinder"
296,"0",,"Apple",0,506,0,0.000000,0.000000,"Good",0.265916,0.404490,0.194320,0.362152,0.102703,0.464626,0.408805,0.041129,1.473989,"High Data","Night Shift"
301,"0",2,"Apple",0,2,0,0.000000,0.000000,"Good",0.000000,,0.000000,0.000000,0.000000,-0.883836,-0.836333,-0.650140,-1.000000,"No Data Usage","Homebody"
308,"0",8,"Apple",2,391,0,0.005115,0.000000,"Good",0.972312,,0.654088,0.765607,1.497241,0.238566,-0.194298,0.125168,-1.000000,"No Data Usage","Daily Grinder"
309,"0",,"Apple",1,179,0,0.005587,0.000000,"Good",0.882894,,1.213333,1.016461,0.418889,-0.538641,-0.323065,-0.529610,-1.000000,"No Data Usage","Daily Grinder"
311,"0",4,"Apple",3,272,0,0.011029,0.000000,"Fair",0.618597,0.000000,0.793427,0.798246,0.882716,-0.157821,-0.335367,-0.655523,-0.750455,"Voice Caller","Daily Grinder"
312,"0",1,"LG",0,110,0,0.000000,0.000000,"Good",1.017842,,1.361905,1.181818,0.509804,-0.653680,-0.622410,-0.718354,-1.000000,"No Data Usage","Daily Grinder"
314,"1",,"LG",0,122,0,0.000000,0.000000,"Good",1.104309,,1.817204,1.068493,0.427230,-0.564548,-0.612168,-0.694192,-1.000000,"No Data Usage","Homebody"
316,"0",,"HTC",0,85,0,0.000000,0.000000,"Good",1.145800,,1.378788,1.311404,0.747208,-0.554795,-0.663022,0.849491,-1.000000,"High SMS","Daily Grinder"
317,"0",,"LG",1,92,0,0.010870,0.000000,"Fair",1.296139,,1.238095,1.000000,1.650323,-0.699801,-0.644542,-0.255795,-1.000000,"No Data Usage","Daily Grinder"
320,"0",,"Apple",0,48,0,0.000000,0.000000,"Good",2.394293,,4.333333,1.560000,1.289544,-0.760104,-0.763663,-0.510834,-1.000000,"No Data Usage","Homebody"
321,"0",6,"Apple",1,462,0,0.002165,0.000000,"Good",1.041447,,1.142857,0.858859,1.122625,-0.009741,0.455272,-0.283916,-1.000000,"Voice Caller","Daily Grinder"
324,"0",,"Apple",1,146,0,0.006849,0.000000,"Fair",0.604639,0.000000,0.722222,1.044643,0.651693,-0.447896,-0.776965,-0.347402,-0.752531,"Other Usage","Norm Peterson"
325,"0",,"Nokia",0,136,0,0.000000,0.000000,"Good",1.106182,,1.050505,0.745520,1.522523,-0.552128,-0.633551,-0.709318,-1.000000,"No Data Usage","Daily Grinder"
326,"0",1,"Apple",1,303,0,0.003300,0.000000,"Good",1.116843,,1.166667,1.083333,1.100529,-0.381812,-0.044291,-0.673144,-1.000000,"No Data Usage","Daily Grinder"
327,"1",,"Apple",0,99,0,0.000000,0.000000,"Good",1.576754,,2.166667,1.547619,1.015976,-0.638487,-0.695087,-0.403265,-1.000000,"No Data Usage","Daily Grinder"
328,"0",,"RIM",0,270,0,0.000000,0.000000,"Good",1.340380,0.000000,1.594340,1.625000,0.593671,-0.338489,-0.117627,-0.333639,-0.709417,"Other Usage","Daily Grinder"
329,"0",,"Samsung",0,61,0,0.000000,0.000000,"Good",1.161055,,1.857143,0.819820,0.806202,-0.750021,-0.712787,-0.713265,-1.000000,"Low Overall","Undef"
330,"0",2,"Apple",2,434,0,0.004608,0.000000,"Good",1.600823,,0.822384,0.630303,3.349781,0.449956,0.093908,-0.543302,-1.000000,"Voice Caller","Daily Grinder"
331,"0",,"Apple",1,258,0,0.003876,0.000000,"Good",1.380690,,1.963542,1.128205,1.050323,-0.076380,-0.263379,1.594847,-1.000000,"High SMS","Norm Peterson"
335,"0",,"Apple",0,317,0,0.000000,0.000000,"Good",0.888767,,1.529412,1.015949,1.009709,-0.079851,-0.237357,-0.682576,-1.000000,"Voice Caller","Daily Grinder"
336,"0",,"RIM",0,35,0,0.000000,0.000000,"Good",1.140839,,1.444444,1.733333,0.244740,-0.797847,-0.790071,-0.623888,-1.000000,"No Data Usage","Homebody"
339,"0",2,"HTC",2,234,0,0.008547,0.000000,"Fair",0.850631,,0.866667,0.909761,1.626099,-0.091545,-0.581423,-0.467233,-1.000000,"Voice Caller","Daily Grinder"
340,"1",,"HTC",0,154,0,0.000000,0.000000,"Good",1.456974,,1.479675,2.082251,0.808996,-0.495447,-0.566824,-0.440958,-1.000000,"No Data Usage","Daily Grinder"
341,"0",2,"Samsung",1,871,0,0.001148,0.000000,"Good",1.407093,,1.717480,1.397849,1.105950,2.006626,0.392248,0.177084,-1.000000,"No Data Usage","Undef"
343,"0",,"Apple",2,202,0,0.009901,0.000000,"Fair",0.604218,,0.753623,0.780538,0.278492,-0.243550,-0.569996,-0.575233,-1.000000,"No Data Usage","Daily Grinder"
351,"0",,"Apple",2,244,0,0.008197,0.000000,"Fair",1.058986,,1.148148,0.940252,1.088558,-0.499043,0.018822,0.396664,-1.000000,"High SMS","Daily Grinder"
353,"0",2,"Apple",0,206,0,0.000000,0.000000,"Good",1.464286,,1.829630,1.647887,0.915342,-0.527052,-0.111656,0.567806,-1.000000,"High SMS","Norm Peterson"
354,"0",,"INQ Mobile Limited",1,246,0,0.004065,0.000000,"Good",0.746708,,0.619048,0.563333,1.057743,-0.500695,0.013893,-0.640744,-1.000000,"No Data Usage","Daily Grinder"
355,"0",,"Apple",1,353,0,0.002833,0.000000,"Good",1.983643,,1.789247,1.350242,0.461749,-0.249007,0.411328,-0.677890,-1.000000,"No Data Usage","Daily Grinder"
361,"0",,"Apple",0,207,0,0.000000,0.000000,"Good",1.823799,,2.202186,1.303523,1.965687,-0.345294,-0.373526,1.333533,-1.000000,"High SMS","Daily Grinder"
362,"0",7,"Apple",1,288,0,0.003472,0.000000,"Good",1.668721,,1.160714,1.137116,2.708333,-0.258854,-0.022902,-0.314116,-1.000000,"No Data Usage","Daily Grinder"
363,"0",1,"Samsung",0,14,0,0.000000,0.000000,"Good",3.714286,,4.333333,3.095238,,-0.853543,-0.824984,-1.000000,-1.000000,"Low Overall","Homebody"
365,"0",2,"Apple",0,333,0,0.000000,0.000000,"Good",0.787022,,0.698925,0.757282,0.904859,0.056589,-0.058756,0.661423,-1.000000,"High SMS","Daily Grinder"
370,"0",,"Apple",0,137,0,0.000000,0.000000,"Good",0.764705,0.000000,1.140351,0.619048,1.299420,-0.541658,-0.579825,-0.352588,-0.753549,"Other Usage","Daily Grinder"
371,"0",,"RIM",0,25,0,0.000000,0.000000,"Good",0.350985,,0.433333,0.000000,0.970606,-0.838624,-0.779282,-0.243144,-1.000000,"No Data Usage","Homebody"
374,"0",3,"Nokia",0,50,0,0.000000,0.000000,"Good",1.742361,,3.466667,1.760417,0.000000,-0.749576,-0.810065,-0.725328,-1.000000,"Low Overall","Homebody"
377,"0",,"Apple",0,55,0,0.000000,0.000000,"Good",0.484915,,0.590909,0.382353,0.481481,-0.778317,-0.702171,-0.694519,-1.000000,"No Data Usage","Homebody"
378,"0",,"Apple",0,62,0,0.000000,0.000000,"Good",1.125924,,1.155556,1.181818,1.040398,-0.721836,-0.739455,0.120281,-1.000000,"No Data Usage","Homebody"
379,"0",,"LG",0,7,0,0.000000,0.000000,"Good",0.000000,,0.000000,0.000000,0.000000,-0.870724,-0.823818,-0.727116,-1.000000,"Low Overall","Homebody"
380,"0",,"Samsung",0,68,0,0.000000,0.000000,"Good",1.328741,,1.300000,1.061224,1.625000,-0.674947,-0.785211,-0.724926,-1.000000,"No Data Usage","Undef"
382,"0",,"Apple",0,97,0,0.000000,0.000000,"Good",2.677118,,1.444444,0.971264,5.615646,-0.609866,-0.602926,-0.652244,-1.000000,"No Data Usage","Undef"
383,"0",,"Apple",3,624,0,0.004808,0.000000,"Good",0.691740,0.000000,1.087719,1.014451,0.664790,0.564670,0.703243,0.379612,-0.752381,"High SMS","Undef"
384,"0",2,"HTC",0,236,0,0.000000,0.000000,"Good",0.590847,,0.843658,0.541667,0.387216,-0.438547,-0.176788,-0.371550,-1.000000,"No Data Usage","Daily Grinder"
386,"0",2,"Apple",1,223,0,0.004484,0.000000,"Good",0.596369,,0.597701,0.481481,1.306292,-0.480926,-0.172649,1.224702,-1.000000,"High SMS","Daily Grinder"
387,"0",,"Samsung",0,46,0,0.000000,0.000000,"Good",1.618056,,1.354167,2.166667,1.333333,-0.772559,-0.711615,-0.722498,-1.000000,"Low Overall","Homebody"
392,"0",,"Samsung",0,202,0,0.000000,0.000000,"Good",0.952980,,1.162602,1.242038,0.454301,-0.039605,-0.518222,-0.661321,-1.000000,"Voice Caller","Daily Grinder"
393,"0",,"Samsung",6,133,0,0.045113,0.000000,"Poor",1.270286,,0.597701,0.858086,2.355072,-0.435926,-0.663570,-0.694277,-1.000000,"No Data Usage","Daily Grinder"
394,"0",2,"Samsung",0,2,0,0.000000,0.000000,"Good",1.083333,,,0.000000,2.166667,-0.881710,-1.000000,-0.727725,-1.000000,"Low Overall","Homebody"
395,"0",,"Apple",1,599,0,0.001669,0.000000,"Good",0.825631,,1.014870,0.846906,1.440750,0.307010,0.893606,0.463988,-1.000000,"High SMS","Norm Peterson"
399,"0",3,"RIM",0,94,0,0.000000,0.000000,"Good",4.953280,19.190476,1.925926,2.816667,0.833333,-0.682599,-0.636705,-0.635758,-0.660713,"Other Usage","Daily Grinder"
401,"0",,"HTC",1,193,0,0.005181,0.000000,"Good",0.528749,,0.567460,0.521303,0.497482,-0.389278,-0.251218,-0.591315,-1.000000,"No Data Usage","Norm Peterson"
402,"0",,"Apple",0,48,0,0.000000,0.000000,"Good",0.537836,,0.320988,0.240741,1.051780,-0.816522,-0.657013,-0.417542,-1.000000,"No Data Usage","Homebody"
403,"0",1,"Apple",2,39,0,0.051282,0.000000,"Poor",0.451389,,0.000000,0.000000,1.354167,-0.793507,-0.725283,-0.687445,-1.000000,"No Data Usage","Undef"
406,"0",3,"LG",2,890,0,0.002247,0.000000,"Good",0.896272,,1.269484,1.072435,1.243169,0.988770,1.440890,-0.665131,-1.000000,"Voice Caller","Undef"
409,"0",,"Samsung",0,2,0,0.000000,0.000000,"Good",0.000000,,,0.000000,0.000000,-0.883836,-0.836100,-0.724604,-1.000000,"Low Overall","Homebody"
411,"0",1,"Samsung",0,489,0,0.000000,0.000000,"Good",0.943365,,0.722222,1.338235,0.769638,0.313533,0.273370,1.069451,-1.000000,"High SMS","Daily Grinder"
412,"0",1,"Apple",0,86,0,0.000000,0.000000,"Good",0.944762,,0.764706,0.942029,1.127551,-0.589672,-0.755679,-0.622340,-0.751381,"Other Usage","Homebody"
413,"0",4,"Apple",5,638,0,0.007837,0.000000,"Fair",1.233276,,1.094737,1.440964,1.164127,0.894635,0.559222,-0.095069,-1.000000,"No Data Usage","Undef"
414,"0",1,"Apple",1,147,0,0.006803,0.000000,"Fair",0.595810,,0.265306,0.333333,1.188791,-0.446377,-0.588076,-0.681034,-1.000000,"No Data Usage","Norm Peterson"
415,"0",,"RIM",1,120,0,0.008333,0.000000,"Fair",0.450903,0.000000,0.838710,0.767932,0.196970,-0.554089,-0.618620,-0.700084,-0.733554,"Other Usage","Daily Grinder"
416,"0",1,"Samsung",0,27,0,0.000000,0.000000,"Good",2.142045,,2.708333,1.575758,,-0.811882,-0.734618,-0.725452,-1.000000,"Low Overall","Homebody"
417,"0",2,"Apple",0,128,0,0.000000,0.000000,"Good",0.997596,0.120370,1.213333,1.604938,1.051744,-0.458875,-0.634718,-0.090857,-0.713139,"Other Usage","Daily Grinder"
420,"0",3,"Apple",5,393,0,0.012723,0.000000,"Fair",1.242674,,1.068493,1.202985,1.456545,0.645869,-0.299627,-0.251578,-1.000000,"Voice Caller","Daily Grinder"
422,"0",,"LG",0,24,0,0.000000,0.000000,"Good",4.423611,,7.222222,1.625000,,-0.839112,-0.769704,-1.000000,-1.000000,"Low Overall","Homebody"
425,"0",2,"RIM",2,250,0,0.008000,0.000000,"Fair",0.673748,0.000000,0.831050,1.472767,1.064924,-0.247335,-0.337461,-0.352381,-0.752934,"Other Usage","Daily Grinder"
428,"0",1,"Apple",1,433,0,0.002309,0.000000,"Good",1.265214,,1.421875,1.217762,1.156006,0.313232,0.081740,-0.407251,-1.000000,"Voice Caller","Daily Grinder"
430,"0",3,"Apple",2,319,0,0.006270,0.000000,"Fair",1.202013,,1.702381,0.841905,1.061753,-0.149706,-0.041075,-0.239693,-1.000000,"Voice Caller","Daily Grinder"
433,"0",,"Apple",0,100,0,0.000000,0.000000,"Good",0.644759,,0.902778,0.171053,0.860447,-0.590862,-0.652019,0.087172,-1.000000,"No Data Usage","Daily Grinder"
435,"1",,"",0,518,0,0.000000,0.000000,"Good",1.101975,,1.370370,1.328889,0.606667,0.022947,0.717245,-0.711067,-1.000000,"Voice Caller","Norm Peterson"
436,"0",,"Nokia",0,20,0,0.000000,0.000000,"Good",0.804762,,0.000000,1.547619,0.866667,-0.833026,-0.833135,-0.727273,-1.000000,"Low Overall","Homebody"
437,"0",,"LG",0,7,0,0.000000,0.000000,"Good",0.000000,,0.000000,0.000000,0.000000,-0.860010,-0.825665,-0.727175,-1.000000,"Low Overall","Homebody"
439,"0",,"Apple",14,312,0,0.044872,0.000000,"Poor",2.070877,,1.226415,1.005626,3.980590,0.225725,-0.385243,2.117407,-1.000000,"High SMS","Daily Grinder"
441,"0",,"Samsung",0,285,0,0.000000,0.000000,"Good",0.856341,,0.694656,1.296588,0.577778,-0.286495,-0.011867,-0.703518,-1.000000,"No Data Usage","Daily Grinder"
443,"0",,"Apple",4,587,0,0.006814,0.000000,"Fair",0.894143,,0.991968,0.896552,0.793909,0.728356,0.206305,0.063050,-1.000000,"No Data Usage","Norm Peterson"
447,"0",,"LG",2,334,0,0.005988,0.000000,"Good",1.070818,,1.661111,1.078912,0.472431,0.267500,-0.371036,-0.524260,-1.000000,"Voice Caller","Daily Grinder"
448,"0",,"Samsung",0,154,0,0.000000,0.000000,"Good",0.237328,,0.150725,0.353741,0.207518,-0.654645,-0.180265,-0.120239,-1.000000,"No Data Usage","Norm Peterson"
450,"0",3,"Apple",1,117,0,0.008547,0.000000,"Fair",2.426144,,0.327044,1.895833,5.055556,-0.675079,-0.511683,-0.725544,-1.000000,"No Data Usage","Homebody"
451,"0",,"Samsung",0,18,0,0.000000,0.000000,"Good",0.833333,,0.000000,0.333333,2.166667,-0.843180,-0.819553,-0.722206,-1.000000,"Low Overall","Homebody"
452,"0",2,"Apple",0,10,0,0.000000,0.000000,"Good",0.160494,,0.000000,0.000000,0.481481,-0.855798,-0.837488,-0.723856,-1.000000,"Low Overall","Homebody"
453,"0",5,"Apple",1,63,0,0.015873,0.000000,"Poor",2.166487,,0.962963,4.694444,0.842053,-0.735684,-0.729209,-0.186626,-1.000000,"No Data Usage","Homebody"
454,"0",41,"RIM",0,14,0,0.000000,0.000000,"Good",0.410939,,0.000000,0.722222,0.510594,-0.854007,-0.838688,-0.361661,-1.000000,"No Data Usage","Homebody"
457,"0",9,"Apple",0,449,0,0.000000,0.000000,"Good",0.910816,1.444444,1.396930,1.200803,0.511905,0.371799,0.381113,0.109641,-0.750045,"Other Usage","Daily Grinder"
460,"0",,"Samsung",0,130,0,0.000000,0.000000,"Good",0.742869,,0.551515,1.238095,0.438998,-0.604496,-0.479565,0.367492,-1.000000,"High SMS","Undef"
462,"0",,"Apple",0,120,0,0.000000,0.000000,"Good",2.334138,,1.444444,3.579710,1.978261,-0.564587,-0.565353,-0.675208,-0.753756,"Other Usage","Daily Grinder"
465,"0",3,"Apple",0,264,0,0.000000,0.000000,"Good",0.971553,,1.062893,1.091127,0.760638,-0.251132,0.002492,0.955308,-1.000000,"High SMS","Daily Grinder"
466,"0",1,"Apple",2,634,0,0.003155,0.000000,"Good",0.623273,,0.647975,0.456790,0.765053,0.335720,1.122004,0.642051,-1.000000,"High SMS","Norm Peterson"
467,"0",,"LG",0,113,0,0.000000,0.000000,"Good",1.110965,,0.934641,1.410853,0.987401,-0.665783,-0.510426,0.141680,-1.000000,"No Data Usage","Daily Grinder"
471,"0",2,"Samsung",0,247,0,0.000000,0.000000,"Good",0.669024,,0.807910,1.199161,0.000000,-0.234091,-0.477289,-0.727536,-1.000000,"No Data Usage","Undef"
473,"0",,"Apple",0,450,0,0.000000,0.000000,"Good",1.227683,,1.336449,1.609162,0.737439,0.879844,-0.030153,0.737510,-1.000000,"High SMS","Daily Grinder"
480,"0",,"Apple",0,68,0,0.000000,0.000000,"Good",0.519510,,0.376812,0.374486,0.807233,-0.672657,-0.717289,-0.269026,-1.000000,"No Data Usage","Norm Peterson"
483,"1",,"Apple",0,196,0,0.000000,0.000000,"Good",0.000000,,0.000000,0.000000,0.000000,-0.285651,-0.487128,-0.489377,-1.000000,"No Data Usage","Undef"
485,"0",,"LG",0,248,0,0.000000,0.000000,"Good",1.035493,,1.238095,1.172549,0.695833,-0.120493,-0.567906,-0.350916,-0.753950,"Voice Caller","Daily Grinder"
486,"0",,"LG",1,201,0,0.004975,0.000000,"Good",0.995608,,0.462222,1.388350,1.136252,-0.276232,-0.277383,0.000358,-1.000000,"No Data Usage","Undef"
487,"1",,"Samsung",20,858,0,0.023310,0.000000,"Poor",1.218613,,1.372222,1.200284,1.083333,1.682936,-0.397562,-0.663341,-1.000000,"Voice Caller","Undef"
488,"0",2,"LG",1,339,0,0.002950,0.000000,"Good",1.784602,,0.858491,0.960481,0.986104,-0.128515,-0.148838,2.057935,-1.000000,"High SMS","Daily Grinder"
489,"1",,"Apple",3,166,0,0.018072,0.000000,"Poor",2.037641,7.387978,0.914815,1.189542,0.695871,0.071339,-0.217932,0.746368,-0.085431,"High SMS","Night Shift"
493,"0",3,"Apple",0,223,0,0.000000,0.000000,"Good",2.518065,4.827132,1.282313,1.516667,0.630882,-0.559149,-0.267322,-0.496032,-0.134673,"Other Usage","Daily Grinder"
494,"0",,"Apple",0,699,0,0.000000,0.000000,"Good",0.000000,,0.000000,0.000000,0.000000,0.905867,0.131437,0.496983,-1.000000,"High SMS","Night Shift"
495,"0",,"Apple",2,553,0,0.003617,0.000000,"Good",0.403868,0.944708,0.212909,0.089903,0.367953,-0.055561,1.182688,0.390541,-0.410955,"High SMS","Undef"
496,"0",,"Samsung",0,149,0,0.000000,0.000000,"Good",1.803156,,1.824561,2.940476,0.644430,-0.702485,-0.223602,0.314610,-1.000000,"High SMS","Norm Peterson"
499,"0",,"HTC",1,83,0,0.012048,0.000000,"Fair",0.910030,,0.541667,1.524691,0.663732,-0.661498,-0.763467,-0.230936,-1.000000,"No Data Usage","Undef"
501,"0",,"Samsung",0,177,0,0.000000,0.000000,"Good",1.076914,2.166667,1.300000,0.834568,1.083333,-0.427974,-0.690816,-0.476734,-0.749936,"Other Usage","Norm Peterson"
502,"1",7,"Samsung",4,532,0,0.007519,0.000000,"Fair",0.666667,,0.834225,1.058632,0.773810,0.510225,0.424897,-0.717808,-1.000000,"Voice Caller","Daily Grinder"
505,"1",4,"LG",0,459,0,0.000000,0.000000,"Good",0.869680,0.866667,1.131481,1.292398,1.057853,0.060578,0.357837,0.766912,-0.751142,"High SMS","Norm Peterson"
507,"0",,"Apple",0,25,0,0.000000,0.000000,"Good",,,,,,-0.790552,-0.810283,-0.672812,-0.648061,"Other Usage","Undef"
508,"1",5,"Apple",0,353,0,0.000000,0.000000,"Good",0.236928,0.729637,0.031175,0.062575,0.124324,0.100796,-0.001903,0.234964,-0.388193,"High SMS","Norm Peterson"
510,"0",,"LG",1,145,0,0.006897,0.000000,"Fair",0.000000,,0.000000,0.000000,0.000000,-0.570835,-0.476911,-0.709664,-1.000000,"No Data Usage","Norm Peterson"
511,"0",,"",0,43,0,0.000000,0.000000,"Good",1.706016,1.410201,0.722222,3.956522,0.735119,-0.718104,-0.799351,-0.595693,-0.316924,"Other Usage","Daily Grinder"
512,"1",3,"Apple",0,71,0,0.000000,0.000000,"Good",2.112954,5.224586,1.793103,0.144444,1.289683,-0.791036,-0.617328,-0.232515,-0.113209,"Other Usage","Daily Grinder"
515,"0",,"Samsung",0,15,0,0.000000,0.000000,"Good",3.496700,13.000000,0.000000,0.000000,0.986799,-0.856234,-0.799599,-0.688171,-0.752959,"Other Usage","Homebody"
517,"0",6,"Apple",1,315,0,0.003175,0.000000,"Good",1.566613,5.103306,0.342926,0.899371,1.487461,-0.257390,0.110751,-0.157198,-0.058345,"Other Usage","Daily Grinder"
518,"0",4,"LG",0,196,0,0.000000,0.000000,"Good",0.545422,,0.561728,0.739837,0.334699,-0.385606,-0.471847,2.659883,-1.000000,"High SMS","Daily Grinder"
520,"0",,"Apple",0,77,0,0.000000,0.000000,"Good",2.201038,5.175644,0.742857,1.083333,1.802318,-0.680173,-0.545778,1.709237,-0.107208,"High SMS","Norm Peterson"
523,"0",,"RIM",0,205,0,0.000000,0.000000,"Good",1.527425,,1.467742,1.571895,1.542639,-0.405256,-0.412247,0.549205,-1.000000,"High SMS","Daily Grinder"
525,"0",,"RIM",1,306,0,0.003268,0.000000,"Good",1.683277,1.625000,1.582011,2.192460,1.333638,-0.002903,-0.370570,2.335250,-0.699366,"High SMS","Daily Grinder"
527,"0",,"Apple",0,132,0,0.000000,0.000000,"Good",1.195471,0.000000,2.555556,1.300000,0.926329,-0.638532,-0.512981,-0.614621,-0.753072,"Other Usage","Norm Peterson"
529,"0",2,"Apple",2,249,0,0.008032,0.000000,"Fair",2.436616,,0.990476,1.232416,5.086957,-0.366152,-0.167954,-0.419960,-0.520235,"Other Usage","Daily Grinder"
532,"0",,"HTC",0,30,0,0.000000,0.000000,"Good",2.215183,0.795918,6.500000,0.481481,1.083333,-0.859651,-0.749239,-0.718483,-0.714671,"Low Overall","Homebody"
535,"1",1,"Apple",0,535,0,0.000000,0.000000,"Good",2.163729,6.374815,0.658784,0.979710,0.641606,0.034612,1.026407,0.245166,-0.382063,"High SMS","Undef"
536,"0",3,"Apple",0,308,0,0.000000,0.000000,"Good",1.859819,4.271132,0.881356,1.666667,0.620121,-0.040168,-0.530026,1.280189,0.003456,"High SMS","Undef"
539,"0",,"Apple",0,297,0,0.000000,0.000000,"Good",0.819588,,0.910000,1.223765,0.325000,0.166818,-0.055119,-0.689973,-1.000000,"Voice Caller","Daily Grinder"
542,"0",2,"LG",0,73,0,0.000000,0.000000,"Good",2.661045,,1.805556,5.365079,0.812500,-0.714338,-0.665453,-0.700493,-1.000000,"No Data Usage","Homebody"
543,"0",,"Apple",1,21,0,0.047619,0.000000,"Poor",1.467014,0.000000,1.444444,4.333333,0.090278,-0.809727,-0.798580,-0.695770,-0.753062,"Other Usage","Homebody"
546,"0",,"Apple",1,140,0,0.007143,0.000000,"Fair",0.767029,,0.899371,0.812500,0.589216,-0.584166,-0.526571,0.825706,-1.000000,"High SMS","Daily Grinder"
547,"0",,"Nokia",1,15,0,0.066667,0.000000,"Poor",0.283730,,0.000000,0.309524,0.541667,-0.837182,-0.822791,-0.723864,-1.000000,"Low Overall","Homebody"
552,"0",,"Nokia",0,51,0,0.000000,0.000000,"Good",2.555108,0.000000,4.727273,4.746032,0.747126,-0.756884,-0.730576,-0.717191,-0.753950,"Low Overall","Homebody"
553,"0",,"HTC",0,27,0,0.000000,0.000000,"Good",0.459596,,0.000000,0.590909,0.787879,-0.810579,-0.837640,-0.722783,-1.000000,"Low Overall","Homebody"
554,"1",,"Samsung",0,56,0,0.000000,0.000000,"Good",1.263140,,1.238095,1.166667,1.384660,-0.756407,-0.708638,2.717580,-1.000000,"High SMS","Homebody"
555,"0",,"",0,1,0,0.000000,0.000000,"Good",0.000000,,0.000000,,0.000000,-1.000000,-0.840555,-0.727471,-1.000000,"Low Overall","Homebody"
556,"0",4,"Nokia",1,50,0,0.020000,0.000000,"Poor",0.878704,,1.083333,1.011111,0.541667,-0.770062,-0.755055,-0.726239,-1.000000,"Low Overall","Homebody"
558,"0",,"HTC",5,356,0,0.014045,0.000000,"Fair",1.508867,,2.466667,1.187215,0.872720,0.311870,-0.340923,1.732224,-1.000000,"High SMS","Daily Grinder"
560,"0",2,"Apple",1,86,0,0.011628,0.000000,"Fair",1.206902,,0.742857,0.787879,2.089971,-0.741577,-0.639747,-0.622350,-1.000000,"No Data Usage","Norm Peterson"
561,"0",,"LG",0,78,0,0.000000,0.000000,"Good",0.535150,,0.247619,1.026316,0.866667,-0.732316,-0.701990,-0.715162,-1.000000,"Low Overall","Homebody"
562,"0",2,"Apple",0,164,0,0.000000,0.000000,"Good",0.139342,,0.135417,0.282609,0.000000,-0.413346,-0.414407,-0.643461,-1.000000,"No Data Usage","Daily Grinder"
564,"0",,"Apple",0,226,0,0.000000,0.000000,"Good",0.838503,,1.250000,0.846154,0.419355,-0.235252,-0.472506,-0.673329,-1.000000,"No Data Usage","Daily Grinder"
565,"0",,"Apple",0,237,0,0.000000,0.000000,"Good",1.275803,,1.185535,2.166667,0.475208,-0.412882,-0.140924,-0.402912,-1.000000,"No Data Usage","Daily Grinder"
566,"0",,"Apple",5,454,0,0.011013,0.000000,"Fair",1.062486,,1.132132,0.901121,1.154206,0.317078,-0.224467,-0.355322,-1.000000,"Voice Caller","Daily Grinder"
568,"0",2,"Samsung",0,18,0,0.000000,0.000000,"Good",2.407407,,4.333333,2.888889,0.000000,-0.848449,-0.804265,-0.723398,-1.000000,"Low Overall","Homebody"
569,"0",,"LG",0,49,0,0.000000,0.000000,"Good",3.330976,,6.933333,1.877778,1.181818,-0.748739,-0.773648,-0.722731,-1.000000,"Low Overall","Homebody"
570,"0",,"Apple",12,395,1,0.030380,0.002532,"Poor",0.815482,,0.750361,0.995859,0.700226,-0.231869,0.644334,1.700336,-1.000000,"High SMS","Daily Grinder"
571,"0",,"Nokia",0,28,0,0.000000,0.000000,"Good",0.437710,,0.722222,0.590909,0.000000,-0.799782,-0.812413,-0.723605,-1.000000,"Low Overall","Homebody"
572,"0",,"Samsung",0,94,0,0.000000,0.000000,"Good",1.518397,,2.000000,2.508772,1.564815,-0.619884,-0.732654,-0.709479,-1.000000,"No Data Usage","Homebody"
577,"0",,"LG",0,14,0,0.000000,0.000000,"Good",0.000000,,0.000000,0.000000,0.000000,-0.861499,-0.825319,-0.727037,-1.000000,"Low Overall","Homebody"
578,"0",,"Samsung",1,87,0,0.011494,0.000000,"Fair",0.910701,,0.912281,1.149660,0.670162,-0.684913,-0.615651,-0.397174,-1.000000,"No Data Usage","Daily Grinder"
579,"0",,"Apple",0,71,0,0.000000,0.000000,"Good",0.768078,0.000000,0.842593,0.802469,1.427249,-0.469770,-0.574388,-0.375041,-0.645269,"Other Usage","Daily Grinder"
