MAST,Voice QoS,Call Count_Sum,LONGITUDE,LATITUDE,ADDRESS,SITE_TYPE,CELL_ID,CELL_NAME
"anon_S2177",0.995000,65302.000000,106.629960,10.838880,"464/4A Nguyen Van Qua P.Dong Hung Thuan Q.12","Outdoor","452-01-22122-3612","Cell_S2177"
"anon_S2178",0.996000,65262.000000,106.675280,10.860860,"44A2 Khu nha pho p.Thanh Xuan, kp1, p.Thanh Xuan, Quan 12","Outdoor","452-01-22122-3661","Cell_S2178"
"anon_S2179",0.997000,65244.000000,106.639000,10.769000,"84C Hoa Binh  p. 5  Q. 11  TpHCM","Outdoor","452-01-22112-3508","Cell_S2179"
"anon_S2180",0.995000,65238.000000,106.661700,10.854670,"69 duong so 1, P.13, Q.Go VapOng Quang: 090.3369049","Outdoor","452-01-20180-5209","Cell_S2180"
"anon_S2181",0.996000,65223.000000,106.716900,10.744460,"So 10, duong 37, KP6, P.Binh Thuan, Q7, Tphcm","Outdoor","452-01-22070-2812","Cell_S2181"
"anon_S2182",0.996000,65218.000000,106.539680,10.684450,"162 ap 2  xa tan Buu  ben Luc Long An","Outdoor","452-01-20050-5439","Cell_S2182"
"anon_S2183",0.996000,65204.000000,106.668910,10.806420,"66/54 Pho Quang  P.2  Tan Binh","Outdoor","452-01-20042-4539","Cell_S2183"
"anon_S2184",0.995000,65188.000000,106.807360,10.865280,"90/1 Duong so 138, Ap Cay Dau, P.Tan Phu, Q.09","Outdoor","452-01-20018-3263","Cell_S2184"
"anon_S2185",0.993000,65119.000000,106.574390,10.843660,"Thua 1041, to 63, xa Xuan Thoi Thuong, Hoc Mon / Truong Van Hong 0918479532","Outdoor","452-01-20190-5918","Cell_S2185"
"anon_S2186",0.995000,65087.000000,106.654940,10.844880,"106/E14 Le Van Tho P.11 Q.Go Vap TP.HCM","Outdoor","452-01-22182-5116","Cell_S2186"
"anon_S2187",0.995000,65079.000000,106.703830,10.692670,"237 Le Van Luong. ap 1  Phuoc Kieng  Nha Be","Outdoor","452-01-20054-6018","Cell_S2187"
"anon_S2188",0.996000,65040.000000,106.620590,10.769040,"33 Dinh Nghi Xuan, p.Binh Tri Dong","Outdoor","452-01-22140-3874","Cell_S2188"
"anon_S2189",0.997000,64958.000000,106.621560,10.709820,"30/9/3 Dinh An Tai, thua 403, to so 133, phuong 7, quan 8, Tp.HCM","Outdoor","452-01-22080-3073","Cell_S2189"
"anon_S2190",0.996000,64934.000000,106.534460,10.871240,"Thua so 401, to so 3, Ap 7, Xa Pham Van Hai, Binh Chanh","Outdoor","452-01-20190-6235","Cell_S2190"
"anon_S2191",0.997000,64928.000000,106.692740,10.761280,"214 Co Giang, p.Co Giang","Outdoor","452-01-20000-1198","Cell_S2191"
"anon_S2192",0.996000,64865.000000,106.630920,10.758500,"98/2A Tan Hoa Dong  p.14","Outdoor","452-01-20012-2533","Cell_S2192"
"anon_S2193",0.996000,64831.000000,106.653574,10.778896,"373/65/32 Ly Thuong Kiet, P.9, Tan Binh -","Outdoor","452-01-20160-4609","Cell_S2193"
"anon_S2194",0.994000,64793.000000,106.738531,10.646779,"KCN Hiep Phuoc","Outdoor","452-01-20054-6042","Cell_S2194"
"anon_S2195",0.995000,64765.000000,106.676640,10.768880,"611/14C Dien Bien Phu, p.1","Outdoor","452-01-22032-1863","Cell_S2195"
"anon_S2196",0.996000,64746.000000,106.700310,10.763861,"124 Ben Van Don P9 Q4","Outdoor","452-01-22040-2223","Cell_S2196"
"anon_S2197",0.994000,64738.000000,106.696563,10.828070,"Thua dat so 9, to ban do so 76 (dia chi: 80/17/137 duong Duong Quang Ham), phuong 5","Outdoor","452-01-22182-5224","Cell_S2197"
"anon_S2303",0.997000,60812.000000,106.607500,10.779820,"Thu dat 515, to ban do so 217. Dia chi : 88C duong Mieu Go Xoai, khi pho 24  - Phuong Binh Hung Hoa - Q.Binh Tan - TP.HCM","Outdoor","452-01-22140-3925","Cell_S2303"
"anon_S2304",0.997000,60712.000000,106.650840,10.787640,"1017/15A Lac Long Quan  p.11","Outdoor","452-01-20160-4594","Cell_S2304"
"anon_S2305",0.997000,60705.000000,106.621560,10.800270,"391 Tan Ky Tan Quy, p.Tan Quy","Outdoor","452-01-22242-4733","Cell_S2305"
"anon_S2306",0.997000,60703.000000,106.641750,10.752930,"42 Nguyen Pham Tuan, p.9, Quan 6, TP.HCM;","Outdoor","452-01-20012-2553","Cell_S2306"
"anon_S2307",0.998000,60667.000000,106.785650,10.843150,"B146 Khu Pho 4(36 Duong so 2), Tang nhon Phu B, Quan 9","Outdoor","452-01-22090-3283","Cell_S2307"
"anon_S2308",0.996000,60657.000000,106.804380,10.815390,"74 Ap Phuoc Hiep, p.Long Truong","Outdoor","452-01-20070-3259","Cell_S2308"
"anon_S2309",0.998000,60655.000000,106.758530,10.850890,"69 Vo Van Ngan, Kp 2, phuong Linh Chieu, Q.ThuDuc","Outdoor","452-01-22222-5017","Cell_S2309"
"anon_S2310",0.997000,60617.000000,106.605880,10.844141,"10/1B Lien Ap so 8  Ap Dong Lan  xa Ba Diem","Outdoor","452-01-22190-5828","Cell_S2310"
"anon_S2311",0.995000,60593.000000,106.667070,10.851070,"16/297, Le Duc Tho, F. 15, Q. Go Vap, TP. HCM","Outdoor","452-01-20180-5165","Cell_S2311"
"anon_S2312",0.997000,60578.000000,106.718406,10.728653,"Ton Dat Tien, Tan Phu, Quan 7","Indoor","452-01-20014-2978","Cell_S2312"
"anon_S2313",0.987000,60549.000000,106.716220,10.788870,"1/1E Ngo Tat To, P22, Binh Thanh","Outdoor","452-01-22150-4034","Cell_S2313"
"anon_S2314",0.994000,60471.000000,106.672100,10.747270,"490 Hung Phu, p.9","Outdoor","452-01-22080-3056","Cell_S2314"
"anon_S2315",0.996000,60363.000000,106.678580,10.821220,"611 Nguyen Kiem, p.3","Outdoor","452-01-20184-5155","Cell_S2315"
"anon_S2316",0.997000,60352.000000,106.654210,10.747130,"So 31, duong Ngo Nhan Tinh, phuong 1, quan 6, thanh pho Ho Chi Minh.","Outdoor","452-01-22062-2502","Cell_S2316"
"anon_S2317",0.994000,60350.000000,106.594830,10.869200,"52/5 Ap Xuan Thoi Dong, Xa Xuan Thoi Dong","Outdoor","452-01-20190-5843","Cell_S2317"
"anon_S2318",0.995000,60332.000000,106.662890,10.789900,"98/111/7 CMT8, F5, Tan Binh","Outdoor","452-01-20042-4572","Cell_S2318"
"anon_S2319",0.995000,60324.000000,106.601750,10.871050,"33/2A Ap Chanh II, Xa Tan Xuan, Hoc Mon","Outdoor","452-01-22190-5884","Cell_S2319"
"anon_S2320",0.998000,60305.000000,106.659310,10.799710,"238/15 Hoang Van Thu, p.4","Outdoor","452-01-22230-4562","Cell_S2320"
"anon_S2321",0.996000,60253.000000,106.647700,10.891700,"672/1/21 Le Van Khuong  phuong Thoi An  Q.12","Outdoor","452-01-22122-3627","Cell_S2321"
"anon_S2322",0.996000,60183.000000,106.581470,10.710350,"A12/16 Ap 1 , Xa Tan Kien , Binh Chanh","Outdoor","452-01-20050-5463","Cell_S2322"
"anon_S2323",0.997000,60150.000000,106.679310,10.747290,"460 Pham The Hien, p.4","Outdoor","452-01-22080-3057","Cell_S2323"
"anon_S2324",0.997000,60145.000000,106.679300,10.761800,"Tran Phu Q.5","Indoor","452-01-20058-2310","Cell_S2324"
"anon_S2325",0.996000,60126.000000,106.805410,10.854560,"207/12 Kp5, p.Tan Phu","Outdoor","452-01-20018-3256","Cell_S2325"
"anon_S2326",0.995000,60079.000000,106.650310,10.773410,"220/23 Au Co Phuong 9 Q Tan Binh","Outdoor","452-01-22230-4583","Cell_S2326"
"anon_S2327",0.994000,60005.000000,106.682470,10.767390,"16/47A Nguyen Thien Thuat  p.2","Outdoor","452-01-20006-1807","Cell_S2327"
"anon_S2328",0.997000,59953.000000,106.635150,10.736990,"16 lo M Pham Van Chi, F7, quan 6 : Tran My Hoang 0937861809","Outdoor","452-01-22062-2568","Cell_S2328"
"anon_S2396",0.997000,57635.000000,106.694930,10.787120,"47-49-51 Phung Khac Khoan, P.Da Kao, Quan 1/Cty Co Phan Song Da 207:","Outdoor","452-01-20064-1143","Cell_S2396"
"anon_S2397",0.997000,57537.000000,106.704060,10.806760,"217/63 Bui Dinh Tuy, Phuong 24, Q.Binh Thanh, TP.HCM :A Canh 0916363946","Outdoor","452-01-22150-4128","Cell_S2397"
"anon_S2398",0.997000,57526.000000,106.766000,10.840260,"26 Dang Van Bi, p.Binh Tho","Outdoor","452-01-20074-4960","Cell_S2398"
"anon_S2399",0.997000,57507.000000,106.680540,10.778780,"134/8 CMT8, p.10, Q.03, TP.HCM","Outdoor","452-01-22032-1900","Cell_S2399"
"anon_S2400",0.997000,57499.000000,106.594750,10.892440,"Thua so 161, to so 6, Thi tran Hoc Mon/Bui Van Cam: 37100003-0903944947","Outdoor","452-01-22190-5917","Cell_S2400"
"anon_S2401",0.995000,57485.000000,106.494220,10.950510,"ap Xom Hue, Xa Tan An Hoi, Cu Chi","Outdoor","452-01-20170-5658","Cell_S2401"
"anon_S2402",0.993000,57449.000000,106.617364,10.892160,"11/1A Asp Tam Dong, xa Thoi Tam Thon, H.HocMon","Outdoor","452-01-20190-5876","Cell_S2402"
"anon_S2403",0.991000,57444.000000,106.672510,10.828370,"271/24 Quang Trung , p.10","Outdoor","452-01-22182-5175","Cell_S2403"
"anon_S2404",0.996000,57429.000000,106.611270,10.736060,"532/1/6/21 Khu Y Te Ky Thuat Cao, p.Binh Tri Dong B","Outdoor","452-01-22140-3890","Cell_S2404"
"anon_S2405",0.997000,57429.000000,106.705180,10.834650,"A7-2 So 18 Khu nha ven song Sai Gon, P13, Binh Thanh","Outdoor","452-01-20030-4071","Cell_S2405"
"anon_S2406",0.997000,57421.000000,106.774760,10.830210,"TRUONG KTKT CONG NGHIEP NHE PHUOC LONG B  Q9  HCM","Outdoor","452-01-22090-3221","Cell_S2406"
"anon_S2407",0.997000,57388.000000,106.744740,10.868450,"thua so 501, to so 80, phuong tam Binh, Thu Duc","Outdoor","452-01-20046-5005","Cell_S2407"
"anon_S2408",0.995000,57363.000000,106.656400,10.854460,"111/1195 Le Duc Tho  p. 13  Q. Go Vap  TpHCM","Outdoor","452-01-22182-5111","Cell_S2408"
"anon_S2409",0.997000,57358.000000,106.493170,10.964387,"So 4, Khu Pho 5, duong Le van A-Thi Tran Cu Chi","Outdoor","452-01-20170-5619","Cell_S2409"
"anon_S2410",0.999000,57313.000000,106.630700,10.791270,"132 Thong Nhat, p.Tan Thanh","Outdoor","452-01-22242-4751","Cell_S2410"
"anon_S2411",0.993000,57258.000000,106.766910,10.873380,"525/4 Quoc Lo 1A, p.Linh Xuan","Outdoor","452-01-22222-4947","Cell_S2411"
"anon_S2412",0.998000,57170.000000,106.654810,10.755190,"100 Duong Tu Giang  p.15","Outdoor","452-01-22052-2311","Cell_S2412"
"anon_S2413",0.996000,57136.000000,106.645505,10.836493,"13/15 Duong Tan Son  Phuong 12  Quan Go Vap","Outdoor","452-01-22182-5144","Cell_S2413"
"anon_S2414",0.997000,57061.000000,106.650250,10.748640,"So 3 Le Tan Ke, p.2, Quan 6","Outdoor","452-01-22062-2530","Cell_S2414"
"anon_S2415",0.996000,57044.000000,106.559690,10.687440,"B5/10 KP2, TT Tan Tuc, Binh Chanh/ Ong Hon 08.7602667-090.4493320","Outdoor","452-01-20050-5482","Cell_S2415"
"anon_S2416",0.996000,56988.000000,106.731170,10.731860,"730/2 Huynh Tan Phat, KP1, P.Tan Phu Q7, TP.HCM","Outdoor","452-01-22070-2708","Cell_S2416"
"anon_S2417",0.992000,56969.000000,106.669420,10.866180,"146/3 kp1, p.Thanh Xuan","Outdoor","452-01-20122-3639","Cell_S2417"
"anon_S2418",0.995000,56898.000000,106.697320,10.819700,"334/B7 Phan Van Tri  phuong 11  Binh Thanh","Outdoor","452-01-22150-4041","Cell_S2418"
"anon_S2419",0.997000,56862.000000,106.742100,10.690530,"9/5B Huynh tan Phat, KP7, H.nha Ba, TP.HCM","Outdoor","452-01-22212-6063","Cell_S2419"
"anon_S2420",0.998000,56860.000000,106.623870,10.779279,"314 Thach Lam  phuong Phu Thanh","Outdoor","452-01-22242-4730","Cell_S2420"
"anon_S2094",0.996000,68709.000000,106.687970,10.764880,"233/5 Nguyen Trai, P.Nguyen Cu Trinh","Outdoor","452-01-20000-1182","Cell_S2094"
"anon_S2095",0.996000,68636.000000,106.646540,10.772840,"449 Lac Long Quan,p.5","Outdoor","452-01-22112-3527","Cell_S2095"
"anon_S2096",0.995000,68559.000000,106.668730,10.833770,"126/3 Phan Van Tri, P.10, GV.Ba Thao: 0917882282","Outdoor","452-01-22182-5217","Cell_S2096"
"anon_S2097",0.997000,68537.000000,106.765140,10.836020,"16/5 Dang Van Bi  Thu Duc","Outdoor","452-01-20074-4927","Cell_S2097"
"anon_S2098",0.995000,68499.000000,106.736760,10.757420,"Phuong Dong hung Thuan Q.7","Outdoor","452-01-20014-2788","Cell_S2098"
"anon_S2099",0.997000,68490.000000,106.693340,10.770170,"92/26 Le Lai  p.Ben Thanh","Outdoor","452-01-20000-1095","Cell_S2099"
"anon_S2100",0.996000,68436.000000,106.653760,10.877000,"Thua so 506, to so 23, P. Thoi An, Q.12","Outdoor","452-01-22122-3640","Cell_S2100"
"anon_S2101",0.997000,68328.000000,106.633230,10.750070,"37/54 Phu Lam A, P12, Q6","Outdoor","452-01-22062-2544","Cell_S2101"
"anon_S2102",0.997000,68278.000000,106.773800,10.787990,"So 2 Duong so 3, kp5, p.Binh Trung Dong","Outdoor","452-01-22022-1551","Cell_S2102"
"anon_S2103",0.991000,68271.000000,106.721470,10.708240,"32 Ap 4, Xa Phuoc Kien","Outdoor","452-01-20054-6036","Cell_S2103"
"anon_S2104",0.996000,68234.000000,106.711729,10.757948,"290/16A Doan Van Bo, P.16, Q.04","Outdoor","452-01-20008-2232","Cell_S2104"
"anon_S2105",0.997000,68221.000000,106.678180,10.761190,"71/9 Tran Phu, p.4","Outdoor","452-01-22052-2345","Cell_S2105"
"anon_S2106",0.997000,68128.000000,106.659900,10.747920,"12/8 Ben Can Giuoc, p.11","Outdoor","452-01-22080-3059","Cell_S2106"
"anon_S2107",0.996000,68111.000000,106.776830,10.784290,"20 Duong 15  KP1  Binh Trung Dong  Q2","Outdoor","452-01-20022-1509","Cell_S2107"
"anon_S2108",0.996000,68064.000000,106.657540,10.841530,"59/6E Le Van Tho  phuong 11  Go Vap","Outdoor","452-01-22182-5118","Cell_S2108"
"anon_S2109",0.997000,68008.000000,106.630131,10.793584,"287/1/7 Thanh Cong, p.Tan Thanh, Q. Tan Phu","Outdoor","452-01-20048-4770","Cell_S2109"
"anon_S2110",0.996000,67977.000000,106.693150,10.811150,"34/14 - Tang Bat Ho - P. 11 - Q. Binh Thanh - TP. HCM","Outdoor","452-01-22150-4045","Cell_S2110"
"anon_S2111",0.994000,67874.000000,106.733560,10.808620,"05 Duong so 1, Kp3, p.Thao Dien","Outdoor","452-01-20004-1549","Cell_S2111"
"anon_S2112",0.997000,67869.000000,106.657770,10.757120,"59/16 Thuan Kieu, p.12, Q.5, TP.HCM;","Outdoor","452-01-22052-2375","Cell_S2112"
"anon_S2113",0.996000,67867.000000,106.687510,10.890820,"Thua dat 410, to so 03, P.Thanh Loc, q12","Outdoor","452-01-20122-3676","Cell_S2113"
"anon_S2114",0.997000,67846.000000,106.551160,10.770940,"Buu cuc Le Minh Xuan   Cau Ba Lat  Binh Chanh","Outdoor","452-01-22132-5408","Cell_S2114"
"anon_S2115",0.998000,67815.000000,106.603640,10.770880,"F7/73/32 Ma Lo, ap 65 Binh Tri Dong, Binh Tan","Outdoor","452-01-22140-3838","Cell_S2115"
"anon_S2116",0.993000,67766.000000,106.606740,10.855210,"28/4 Ap Hung Lan, xa Ba Diem , Hoc Mon","Outdoor","452-01-22190-5815","Cell_S2116"
"anon_S2117",0.995000,67742.000000,106.714179,10.792740,"107/26/24 Ngo Tat To, p.22","Outdoor","452-01-22150-4039","Cell_S2117"
"anon_S2118",0.998000,67707.000000,106.716130,10.748140,"76 Duong 13  - Phuong Tan Thuan - Quan 7 - TP.HCM","Outdoor","452-01-22070-2716","Cell_S2118"
"anon_S2119",0.991000,67697.000000,106.704391,10.771760,"45 Ngo Duc Ke, Q.1","Indoor","452-01-20064-1480","Cell_S2119"
"anon_S2120",0.995000,67637.000000,106.609600,10.722790,"14 duong so 7  KDC Nam Long  phuong An Lac  Binh Tan","Outdoor","452-01-22140-3817","Cell_S2120"
"anon_S2198",0.994000,64697.000000,106.593150,10.859917,"xa Xuan Thoi Thuong, huyen Hoc Mon, Tp HCM","Outdoor","452-01-20190-5820","Cell_S2198"
"anon_S2199",0.997000,64654.000000,106.648704,10.786581,"122 Hong lac  Phuong 11  Quan Tan Binh","Outdoor","452-01-22230-4524","Cell_S2199"
"anon_S2200",0.997000,64649.000000,106.733340,10.797100,"47/1/7 Duong 2  kp2  p.Binh An","Outdoor","452-01-20004-1543","Cell_S2200"
"anon_S2201",0.997000,64562.000000,106.704930,10.802710,"325/17 Duong Bach Dang, p.15","Outdoor","452-01-22150-4087","Cell_S2201"
"anon_S2202",0.992000,64504.000000,106.759060,10.789740,"104 Duong 38, P.Binh trung Tay, Q02, TP.HCMHien chu nha dang lam so hong","Outdoor","452-01-20004-1568","Cell_S2202"
"anon_S2203",0.997000,64471.000000,106.754309,10.844111,"65/14 duong 11 KP 9 P. Truong Tho, Thu Duc","Outdoor","452-01-20074-5028","Cell_S2203"
"anon_S2204",0.996000,64462.000000,106.690090,10.833530,"118/13 Tran Ba Giao, P.5, Q.Go Vap.Ong Thanh: 0913675988","Outdoor","452-01-22182-5200","Cell_S2204"
"anon_S2205",0.992000,64367.000000,106.672490,10.758080,"Cao oc WindSor - 18 An Duong Vuong - Q.5 Tp. HCM","Indoor","452-01-20058-2330","Cell_S2205"
"anon_S2206",0.996000,64297.000000,106.597837,10.902856,"Thua so 252, to so 28, Xa Tan Hiep, Hoc Mon, Tp.HCM.","Outdoor","452-01-22190-5836","Cell_S2206"
"anon_S2207",0.997000,64275.000000,106.740115,10.870399,"220/2 Go Dua, kp2, p.Tam Binh","Outdoor","452-01-20046-4985","Cell_S2207"
"anon_S2208",0.998000,64212.000000,106.628180,10.751600,"14 Duong so 10, Cu xa dai ra da Phu Lam, p.13, Q.6,","Outdoor","452-01-22062-2548","Cell_S2208"
"anon_S2209",0.994000,64183.000000,106.630740,10.886470,"Thua so 1006, to ban do so 1, Xa Tan Thoi Hiep, H.Hoc Mon. Ong Cuu: 0913716528","Outdoor","452-01-20190-5954","Cell_S2209"
"anon_S2210",0.997000,64162.000000,106.648460,10.757810,"1252 duong 3/2, P.2, Q.11","Outdoor","452-01-22112-3502","Cell_S2210"
"anon_S2211",0.996000,64118.000000,106.662890,10.789900,"98/111/7 CMT8, F5, Tan Binh","Outdoor","452-01-22230-4572","Cell_S2211"
"anon_S2212",0.998000,64105.000000,106.620310,10.797460,"55/10 Tan Quy, Tan Phu, TP HCM","Outdoor","452-01-22242-4760","Cell_S2212"
"anon_S2213",0.996000,64101.000000,106.621460,10.873470,"166 Ap Dong - Thoi Tam Thon - Hoc Mon.","Outdoor","452-01-22190-5812","Cell_S2213"
"anon_S2214",0.998000,64076.000000,106.675947,10.762980,"341, Le Hong Phong, Phuong 2, Quan 10","Outdoor","452-01-22102-3431","Cell_S2214"
"anon_S2215",0.994000,64040.000000,106.677907,10.818672,"115/7C Nguyen Kiem, p. 3, Q. Go Vap, TpHCM","Outdoor","452-01-22182-5123","Cell_S2215"
"anon_S2216",0.997000,63872.000000,106.648850,10.792030,"152 Nguyen Ba Tong, p.11","Outdoor","452-01-22230-4563","Cell_S2216"
"anon_S2217",0.997000,63859.000000,106.642270,10.770170,"16 Lo C Cu Xa Lac Long Quan, p.5","Outdoor","452-01-22112-3529","Cell_S2217"
"anon_S2218",0.996000,63690.000000,106.614715,10.743281,"7C Duong so 26, Khu dan cu An Lac, p.Binh Tri Dong","Outdoor","452-01-22140-3892","Cell_S2218"
"anon_S2219",0.995000,63610.000000,106.699940,10.678700,"3/18 Ap 3 Xa Nhon Duc,Huyen Nha Be,Tp Ho Chi Minh","Outdoor","452-01-20054-6008","Cell_S2219"
"anon_S2220",0.997000,63499.000000,106.630131,10.793584,"287/1/7 Thanh Cong, p.Tan Thanh, Q. Tan Phu","Outdoor","452-01-22242-4770","Cell_S2220"
"anon_S2221",0.995000,63493.000000,106.578830,10.828250,"Thua 1236, to ban do so 10_(TL02), xa Vinh Loc A, Binh Chanh / Dang Thi Nhieu 0854280958-01685961727-01694697984","Outdoor","452-01-22132-6237","Cell_S2221"
"anon_S2329",0.995000,59863.000000,106.629970,10.784660,"218/9B Phu Tho Hoa, p.Phu Tho Hoa","Outdoor","452-01-20086-4749","Cell_S2329"
"anon_S2330",0.994000,59657.000000,106.648700,10.779600,"40 Tran Van Quang, Phuong 10, Tan Binh/Nguyen Thi Anh Loan/01289495969","Outdoor","452-01-22230-4620","Cell_S2330"
"anon_S2331",0.996000,59643.000000,106.675500,10.741010,"769/44/69 Pham The Hien - P.4 - Quan 8. Landlord :Vo Thanh Cong - Dang Thi Huynh Mai. Tel :083.8505631 - 0908.291401","Outdoor","452-01-22080-3064","Cell_S2331"
"anon_S2332",0.997000,59608.000000,106.705036,10.771528,"2/27 Ham Nghi, p.Ben Nghe, Q1","Outdoor","452-01-20064-1024","Cell_S2332"
"anon_S2333",0.997000,59600.000000,106.709600,10.745710,"16 Duong 15  - P.Tan Kieng - Q.7 - TP.HCM","Outdoor","452-01-22070-2702","Cell_S2333"
"anon_S2334",0.997000,59597.000000,106.748600,10.858330,"273 To Ngoc Van, P.Linh Dong, Q.Thu Duc, Tp.HCM","Outdoor","452-01-22222-5040","Cell_S2334"
"anon_S2335",0.995000,59576.000000,106.720410,10.822480,"F27 Duong so 18 (thua so 58, To so 159), KP3, Hiep Binh Chanh, Q.Thu Duc, TP.HCM","Outdoor","452-01-20046-5021","Cell_S2335"
"anon_S2336",0.997000,59537.000000,106.701190,10.686690,"870/5 Le Van Luong, ap 2, xa Nhon Duc, huyen Nha Be","Outdoor","452-01-20054-6019","Cell_S2336"
"anon_S2337",0.996000,59516.000000,106.739330,10.796990,"123 Duong so 19, KP5, P.An Phu, Q.02, TP.HCm","Outdoor","452-01-20004-1548","Cell_S2337"
"anon_S2338",0.996000,59497.000000,106.571210,10.808590,"Cot Cty Dien thoai Tay-  Tram CDMA vinh Loc  (Tram co san - node )","Outdoor","452-01-22132-6257","Cell_S2338"
"anon_S2339",0.994000,59492.000000,106.627970,10.849760,"Dai phat thanh Quan Tre  Q.12","Outdoor","452-01-22122-3615","Cell_S2339"
"anon_S2340",0.997000,59464.000000,106.661440,10.769240,"7B/37 Thanh Thai, p.14, Q10, TP.HCM;","Outdoor","452-01-22102-3456","Cell_S2340"
"anon_S2341",0.997000,59445.000000,106.566130,10.658850,"C4/55 Ap 3, P.Binh Chanh, Binh Chanh/","Outdoor","452-01-20050-6222","Cell_S2341"
"anon_S2342",0.995000,59435.000000,106.560250,10.878480,"6/3 ap 4, xa Xuan Son, Hoc Mon, HCM","Outdoor","452-01-20190-5858","Cell_S2342"
"anon_S2343",0.997000,59412.000000,106.702270,10.772800,"34 Huynh Thuc Khang  p.Ben Nghe","Outdoor","452-01-20064-1028","Cell_S2343"
"anon_S2344",0.997000,59322.000000,106.703200,10.769850,"72 Nguyen Cong Tru, P.Nguyen Thai Binh, Q1","Outdoor","452-01-22010-1163","Cell_S2344"
"anon_S2345",0.997000,59303.000000,106.666400,10.783420,"162/9 Ho Ba Kien P15 Q10","Outdoor","452-01-22102-3406","Cell_S2345"
"anon_S2346",0.996000,59299.000000,106.696420,10.667020,"8/18  Ap 3 Nhon duc  Nha Be  TPHCM","Outdoor","452-01-20054-6001","Cell_S2346"
"anon_S2347",0.997000,59289.000000,106.638050,10.862570,"176 duong Tan Thoi Hiep, P.Tan Thoi Hiep, Q12","Outdoor","452-01-22122-3674","Cell_S2347"
"anon_S2348",0.996000,59269.000000,106.736840,10.840050,"573 KHA VAN CAN - KP8 - HBC - TD","Outdoor","452-01-22222-4942","Cell_S2348"
"anon_S2349",0.997000,59253.000000,106.597270,10.682900,"Ap 3, xa Tan Quy Tay, huyen Binh Chanh, thanh pho Ho Chi Minh.","Outdoor","452-01-20050-6231","Cell_S2349"
"anon_S2350",0.995000,59244.000000,106.609510,10.839010,"55/4 Ap Nam Lan, xa Ba Diem, Hoc Mon, Tp HCM","Outdoor","452-01-22190-5833","Cell_S2350"
"anon_S2351",0.996000,59232.000000,106.611700,10.759840,"48 Truong Phuoc Phan  - Phuong Binh Tri Dong -  Q.Binh Tan - TP.HCM. Landlord :Nguyen Duc Hung. Tel: 01265.880641 - 0934.155641","Outdoor","452-01-22140-3926","Cell_S2351"
"anon_S2352",0.997000,59222.000000,106.684880,10.804960,"18/12C Thich Quang Duc  p.5","Outdoor","452-01-22202-4331","Cell_S2352"
"anon_S2421",0.997000,56814.000000,106.768980,10.534290,"Kv Vam Sat - H. Can Gio (tram XHH)","Outdoor","452-01-20056-5510","Cell_S2421"
"anon_S2422",0.996000,56793.000000,106.654500,10.707730,"So 11 Duong Gia Hoa Ap 5, Xa Phong Phu, Huyen Binh Chanh/ Ong Tra Van Binh '0903677789","Outdoor","452-01-22132-6244","Cell_S2422"
"anon_S2423",0.995000,56770.000000,106.702120,10.764420,"28 Doan Van Bo, P9","Outdoor","452-01-22040-2247","Cell_S2423"
"anon_S2424",0.993000,56730.000000,106.749680,10.805710,"32 Giang Van Minh, KP4, Q.2, TP.HCM","Outdoor","452-01-22022-1567","Cell_S2424"
"anon_S2425",0.992000,56684.000000,106.700479,10.781417,"Le Duan, Q.1","Outdoor","452-01-22010-1114","Cell_S2425"
"anon_S2426",0.996000,56680.000000,106.725720,10.888800,"P.Linh Trung, Q.Thu Duc, TP.HCM","Outdoor","452-01-20046-4997","Cell_S2426"
"anon_S2427",0.994000,56676.000000,106.609260,10.885680,"49/2 Ap tam dong xa thoi tam thon  A.Dinh: 0907187989","Outdoor","452-01-20190-5912","Cell_S2427"
"anon_S2428",0.996000,56630.000000,106.637230,10.835510,"Thua so 1041, to ban do so 05, Phuong 12, GV","Outdoor","452-01-22182-5157","Cell_S2428"
"anon_S2429",0.995000,56460.000000,106.711900,10.737120,"So 68, duong 32, khu pho 2, P.Tan Phong, Quan 7","Outdoor","452-01-20072-2811","Cell_S2429"
"anon_S2430",0.994000,56454.000000,106.641900,10.832610,"34/57A Phan Huy Ich  to 190  P.12 Go Vap","Outdoor","452-01-22182-5135","Cell_S2430"
"anon_S2431",0.996000,56419.000000,106.710450,10.815760,"371 Dinh Bo Linh  p.26","Outdoor","452-01-20030-4063","Cell_S2431"
"anon_S2432",0.997000,56388.000000,106.643800,10.760119,"401 Minh phung  P.10  Q.11","Outdoor","452-01-22112-3515","Cell_S2432"
"anon_S2433",0.997000,56341.000000,106.685370,10.775430,"199/15 CMT8  phuong 4  quan 3","Outdoor","452-01-22032-1856","Cell_S2433"
"anon_S2434",0.997000,56318.000000,106.736310,10.636490,"7/1 Ap 1, xa Hiep Phuoc, Nha Be","Outdoor","452-01-20054-6060","Cell_S2434"
"anon_S2435",0.998000,56303.000000,106.612500,10.716350,"35 KDC Viet Tai - Ho Ngoc Lam, kp2, p.An Lac","Outdoor","452-01-22140-3886","Cell_S2435"
"anon_S2436",0.998000,56292.000000,106.741650,10.602150,"so 297/13B - Xa Hiep Phuoc -Nha Be -TP HCM","Outdoor","452-01-20054-6004","Cell_S2436"
