Region,District Code,District,LONGITUDE,LATITUDE,Geohash,CELL_NAME
"East",16,"Singapore Expo Old Bedok Road Changi South",103.964168,1.337239,"w21ztg","Cell_S5297"
"East",16,"Singapore Expo Old Bedok Road Changi South",103.951919,1.331079,"w21zt6","Cell_S5399"
"East",16,"Bedok Reservoir",103.909918,1.330914,"w21zsd","Cell_S5405"
"East",16,"Bedok Reservoir",103.921666,1.337389,"w21zsg","Cell_S5493"
"East",16,"Bedok Chai Chee",103.935397,1.329415,"w21zt4","Cell_S5569"
"East",16,"Singapore Expo Old Bedok Road Changi South",103.966633,1.334766,"w21ztf","Cell_S5603"
"East",16,"Bedok Chai Chee",103.928894,1.328684,"w21zsc","Cell_S5651"
"East",16,"Bedok Chai Chee",103.920882,1.323920,"w21zsc","Cell_S5677"
"East",16,"Singapore Expo Old Bedok Road Changi South",103.963940,1.331533,"w21ztf","Cell_S5722"
"East",17,"Changi Airport",103.995850,1.374481,"w21zy6","Cell_S5775"
"East",17,"Changi Airport",103.988171,1.359603,"w21zwr","Cell_S5825"
"East",17,"Changi Airport",103.986877,1.349173,"w21zwm","Cell_S6014"
"East",17,"Changi Airport",103.991779,1.361879,"w21zwr","Cell_S6019"
"East",17,"Changi Airport",103.991779,1.361879,"w21zwr","Cell_S6029"
"East",18,"Tampines Simei",103.945148,1.359145,"w21ztr","Cell_S6086"
"East",18,"Tampines Simei",103.935384,1.350855,"w21ztj","Cell_S6212"
"East",18,"Pasir Ris",103.936551,1.382766,"w21zv5","Cell_S6297"
"East",18,"Tampines Simei",103.942662,1.352917,"w21ztq","Cell_S6403"
"East",18,"Tampines Simei",103.947398,1.346913,"w21ztm","Cell_S6645"
"North-East",19,"Punggol",103.902009,1.403257,"w21zur","Cell_S6782"
"North-East",19,"Sengkang Buangkok",103.888925,1.387890,"w21zuh","Cell_S6842"
"North-East",19,"Serangoon Central Serangoon Gardens",103.863652,1.349605,"w21zem","Cell_S6883"
"North-East",19,"Hougang Serangoon Yio Chu Kang Kovan",103.888525,1.376440,"w21zu4","Cell_S7005"
"North-East",19,"Sengkang Buangkok",103.894813,1.387362,"w21zuh","Cell_S7066"
"North-East",19,"Hougang Serangoon Yio Chu Kang Kovan",103.898123,1.358007,"w21zsr","Cell_S7272"
"North-East",19,"Sengkang Buangkok",103.903267,1.392726,"w21zum","Cell_S7318"
"North-East",19,"Hougang Serangoon Yio Chu Kang Kovan",103.894661,1.372058,"w21zu1","Cell_S7423"
"North-East",19,"Serangoon Central Serangoon Gardens",103.865716,1.353626,"w21zew","Cell_S7728"
"North-East",20,"Ang Mo Kio",103.835365,1.380719,"w21zfg","Cell_S7917"
"North-East",20,"Ang Mo Kio",103.864302,1.377173,"w21zg6","Cell_S8009"
"North-East",20,"Bishan Thomson Road",103.838701,1.342020,"w21zdu","Cell_S8141"
"North-East",20,"Bishan Thomson Road",103.848695,1.351125,"w21zej","Cell_S8186"
"North-East",20,"Bishan Thomson Road",103.830183,1.361943,"w21zdx","Cell_S8233"
"North-East",20,"Bishan Thomson Road",103.860428,1.341040,"w21zek","Cell_S8238"
"North-East",20,"Bishan Thomson Road",103.836068,1.351769,"w21zdy","Cell_S8247"
"North-East",20,"Ang Mo Kio",103.838988,1.371739,"w21zfc","Cell_S8302"
"North-East",20,"Ang Mo Kio",103.857628,1.372026,"w21zg3","Cell_S8326"
"North",21,"Bukit Timah King Albert Park",103.775842,1.329098,"w21z93","Cell_S8366"
"North",21,"Bukit Timah King Albert Park",103.772603,1.337993,"w21z97","Cell_S8431"
"West",22,"Jurong East",103.749519,1.326184,"w21z8c","Cell_S8592"
"West",22,"Jurong West Lakeside Boon Lay",103.717247,1.347193,"w21z8j","Cell_S8704"
"West",22,"Jurong West Lakeside Boon Lay",103.702946,1.353509,"w21xxy","Cell_S9073"
"West",22,"Jurong West Lakeside Boon Lay",103.700269,1.335370,"w21xxg","Cell_S9149"
"West",22,"Jurong Tuas",103.619754,1.294205,"w21xmg","Cell_S9175"
"West",22,"Jurong East",103.746695,1.319018,"w21z8b","Cell_S9178"
"West",22,"Jurong Tuas",103.689393,1.351566,"w21xxw","Cell_S9215"
"West",22,"Jurong Tuas",103.639704,1.295821,"w21xq7","Cell_S9316"
"West",22,"Jurong West Lakeside Boon Lay",103.694768,1.336591,"w21xxe","Cell_S9515"
"West",22,"Jurong West Lakeside Boon Lay",103.700269,1.335370,"w21xxg","Cell_S9701"
"North",23,"Yew Tee Choa Chu Kang",103.749694,1.393588,"w21zbv","Cell_S9749"
"North",23,"Bukit Panjang",103.761742,1.385878,"w21zch","Cell_S9877"
"West",23,"Bukit Batok Bukit Gombak",103.749391,1.346671,"w21z8v","Cell_S9994"
"West",23,"Bukit Batok Bukit Gombak",103.752592,1.354465,"w21z8y","Cell_S9997"
"North",23,"Yew Tee Choa Chu Kang",103.744887,1.401905,"w21zbz","Cell_S10022"
"North",23,"Yew Tee Choa Chu Kang",103.751834,1.381940,"w21zbg","Cell_S10029"
"North",23,"Yew Tee Choa Chu Kang",103.749520,1.402154,"w21zbz","Cell_S10097"
"North",23,"Yew Tee Choa Chu Kang",103.741542,1.391847,"w21zbt","Cell_S10142"
"North",23,"Yew Tee Choa Chu Kang",103.743561,1.381984,"w21zbe","Cell_S10287"
"West",24,"Tengah",103.692362,1.374381,"w21xzd","Cell_S10449"
"West",24,"Tengah",103.720367,1.370317,"w21zb1","Cell_S10476"
"West",24,"Tengah",103.720367,1.370317,"w21zb1","Cell_S10490"
"North",25,"Woodlands Marsiling Amiralty",103.808226,1.454442,"w23b60","Cell_S10518"
"North",25,"Woodlands Marsiling Amiralty",103.776435,1.429452,"w23b1k","Cell_S10567"
"North",25,"Mandai Sungei Kadut",103.749532,1.429041,"w23b0u","Cell_S10587"
"North",25,"Woodlands Marsiling Amiralty",103.795828,1.444411,"w23b1y","Cell_S10645"
"North",25,"Woodlands Marsiling Amiralty",103.753516,1.435649,"w23b0v","Cell_S10678"
"North",25,"Woodlands Marsiling Amiralty",103.801020,1.433551,"w23b4h","Cell_S10795"
"North",25,"Woodlands Marsiling Amiralty",103.776435,1.429452,"w23b1k","Cell_S10817"
"North",25,"Woodlands Marsiling Amiralty",103.810755,1.446590,"w23b4r","Cell_S10824"
"North",25,"Woodlands Marsiling Amiralty",103.784903,1.433346,"w23b1s","Cell_S10842"
"North",25,"Mandai Sungei Kadut",103.749536,1.408081,"w23b0b","Cell_S11056"
"North",25,"Mandai Sungei Kadut",103.758790,1.406492,"w23b10","Cell_S11082"
"North",25,"Woodlands Marsiling Amiralty",103.801020,1.433551,"w23b4h","Cell_S11140"
"North-East",26,"Nee Soon",103.837363,1.391664,"w21zfv","Cell_S11161"
"North",27,"Yishun Khatib",103.834094,1.432232,"w23b4u","Cell_S11332"
"North",27,"Yishun Khatib",103.837620,1.431017,"w23b4u","Cell_S11582"
"North",27,"Yishun Khatib",103.849112,1.429231,"w23b5h","Cell_S11619"
"North",27,"Yishun Khatib",103.849242,1.425831,"w23b55","Cell_S11745"
"North",27,"Yishun Khatib",103.832537,1.424479,"w23b4g","Cell_S11756"
"Central",1,"Marina South",103.860528,1.266022,"w21z5q","Cell_S105"
"Central",1,"Marina South",103.854971,1.279645,"w21z72","Cell_S117"
"Central",1,"Chinatown",103.846433,1.284977,"w21z71","Cell_S228"
"Central",1,"Marina Esplanade Suntec",103.858968,1.295594,"w21z77","Cell_S255"
"Central",1,"Raffles Place",103.852548,1.284193,"w21z71","Cell_S487"
"Central",1,"Marina Esplanade Suntec",103.857987,1.294503,"w21z77","Cell_S516"
"Central",1,"Marina South",103.854157,1.279430,"w21z72","Cell_S613"
"Central",1,"Marina South",103.860503,1.278887,"w21z72","Cell_S616"
"Central",1,"Marina South",103.859978,1.285205,"w21z73","Cell_S629"
"Central",1,"Marina Esplanade Suntec",103.863922,1.291282,"w21z77","Cell_S641"
"Central",1,"Marina South",103.852592,1.282253,"w21z71","Cell_S746"
"Central",1,"Raffles Place",103.851809,1.282673,"w21z71","Cell_S779"
"Central",2,"Prince Edward Anson Road",103.844768,1.277848,"w21z70","Cell_S924"
"Central",2,"Tanjong Pagar",103.842134,1.278653,"w21z6b","Cell_S1022"
"Central",3,"Redhill Bukit Merah Alexandra",103.820465,1.287868,"w21z66","Cell_S1091"
"Central",3,"Redhill Bukit Merah Alexandra",103.817465,1.283838,"w21z63","Cell_S1119"
"Central",3,"Outram Road Tiong Bahru",103.838264,1.286544,"w21z6f","Cell_S1207"
"Central",3,"Redhill Bukit Merah Alexandra",103.818484,1.288429,"w21z66","Cell_S1257"
"Central",3,"Redhill Bukit Merah Alexandra",103.802575,1.284737,"w21z61","Cell_S1343"
"Central",4,"Habourfront Telok Blangah",103.832924,1.272025,"w21z4z","Cell_S1463"
"Central",4,"Habourfront Telok Blangah",103.830821,1.257347,"w21z4s","Cell_S1493"
"Central",4,"Habourfront Telok Blangah",103.822064,1.250227,"w21z4e","Cell_S1504"
"Central",4,"Habourfront Telok Blangah",103.822396,1.264379,"w21z4w","Cell_S1614"
"West",5,"Clementi",103.769080,1.317703,"w21z3r","Cell_S1696"
"West",5,"Pasir Panjang Alexandra Kent Ridge",103.799277,1.276147,"w21z60","Cell_S1731"
"West",5,"Clementi",103.765261,1.304763,"w21z3j","Cell_S1817"
"West",5,"Dover Buona Vista Singapore Polytechnic",103.789869,1.303738,"w21z3v","Cell_S1828"
"West",5,"Pasir Panjang Alexandra Kent Ridge",103.772897,1.302721,"w21z3m","Cell_S1864"
"West",5,"Pasir Panjang Alexandra Kent Ridge",103.780358,1.291117,"w21z3e","Cell_S1874"
"West",5,"Pasir Panjang Alexandra Kent Ridge",103.789273,1.290684,"w21z3f","Cell_S2133"
"West",5,"Dover Buona Vista Singapore Polytechnic",103.774130,1.304074,"w21z3m","Cell_S2156"
"West",5,"Clementi",103.770665,1.310919,"w21z3q","Cell_S2196"
"West",5,"Dover Buona Vista Singapore Polytechnic",103.780875,1.299653,"w21z3s","Cell_S2300"
"Central",7,"Kampong Glam Beach Road",103.862589,1.301081,"w21z7k","Cell_S2522"
"Central",7,"Bugis Victoria Street Rochor",103.853264,1.296200,"w21z75","Cell_S2581"
"Central",7,"Bugis Victoria Street Rochor",103.856934,1.296157,"w21z77","Cell_S2592"
"Central",8,"Little India",103.850915,1.313167,"w21z7p","Cell_S2749"
"Central",9,"Orchard Road",103.833623,1.304273,"w21z6v","Cell_S2804"
"Central",9,"Cavenagh Road Scotts Road Newton",103.842614,1.309257,"w21z6y","Cell_S2883"
"Central",9,"Orchard Road",103.838159,1.296027,"w21z6g","Cell_S3136"
"Central",9,"Orchard Road",103.834676,1.302424,"w21z6v","Cell_S3141"
"Central",10,"Tanglin Road River Valley",103.821431,1.294296,"w21z6e","Cell_S3355"
"West",10,"Bukit Timah Farrer Road Coronation Road",103.799955,1.325931,"w21zd1","Cell_S3470"
"North",11,"Thomson Road",103.832973,1.338296,"w21zdg","Cell_S3590"
"North-East",11,"Novena",103.842017,1.319788,"w21zdb","Cell_S3679"
"North-East",12,"Braddell Toa Payoh",103.848761,1.332986,"w21ze4","Cell_S3812"
"North-East",12,"Braddell Toa Payoh",103.855870,1.331367,"w21ze6","Cell_S4038"
"North-East",13,"MacPherson Road",103.883140,1.337731,"w21zeg","Cell_S4247"
"North-East",13,"Paya Lebar (old) Airport",103.887588,1.323870,"w21zs1","Cell_S4249"
"North-East",13,"Woodleigh Potong Pasir Macpherson",103.874377,1.329269,"w21ze9","Cell_S4265"
"East",14,"Paya Lebar Malay Village Geylang Serai",103.902988,1.326723,"w21zs3","Cell_S4372"
"East",14,"Stadium",103.884402,1.312304,"w21z7y","Cell_S4432"
"East",14,"Stadium",103.881098,1.312239,"w21z7y","Cell_S4594"
"East",14,"Paya Lebar Malay Village Geylang Serai",103.897088,1.318121,"w21zkp","Cell_S4615"
"East",15,"Siglap",103.925026,1.309446,"w21zky","Cell_S4837"
"East",15,"Marine Parade",103.905108,1.301693,"w21zkk","Cell_S4917"
"East",16,"Bedok Chai Chee",103.924248,1.330546,"w21zsf","Cell_S5194"
"East",16,"Bedok Chai Chee",103.941370,1.316225,"w21zmp","Cell_S5313"
"East",16,"Bedok Reservoir",103.923289,1.337023,"w21zsg","Cell_S5522"
"East",16,"Singapore Expo Old Bedok Road Changi South",103.963940,1.331533,"w21ztf","Cell_S5612"
"East",18,"Pasir Ris",103.936272,1.379307,"w21zv5","Cell_S6149"
"East",18,"Pasir Ris",103.936976,1.379418,"w21zv5","Cell_S6219"
"East",18,"Tampines Simei",103.948429,1.359335,"w21ztr","Cell_S6267"
"East",18,"Tampines Simei",103.958320,1.355287,"w21ztw","Cell_S6420"
"East",18,"Tampines Simei",103.944918,1.353180,"w21ztq","Cell_S6428"
"East",18,"Tampines Simei",103.928171,1.347401,"w21zsv","Cell_S6526"
"East",18,"Tampines Simei",103.944918,1.353180,"w21ztq","Cell_S6551"
"North-East",19,"Sengkang Buangkok",103.898942,1.388531,"w21zuk","Cell_S6740"
"North-East",19,"Sengkang Buangkok",103.891429,1.388349,"w21zuh","Cell_S6779"
"North-East",19,"Punggol",103.912461,1.401130,"w21zux","Cell_S6957"
"North-East",19,"Hougang Serangoon Yio Chu Kang Kovan",103.894661,1.372058,"w21zu1","Cell_S7021"
"North-East",19,"Hougang Serangoon Yio Chu Kang Kovan",103.885412,1.344482,"w21zeu","Cell_S7065"
"North-East",19,"Hougang Serangoon Yio Chu Kang Kovan",103.890106,1.341066,"w21zsh","Cell_S7124"
"North-East",19,"Serangoon Central Serangoon Gardens",103.870830,1.374216,"w21zgd","Cell_S7224"
"North-East",19,"Serangoon Central Serangoon Gardens",103.868317,1.349692,"w21zet","Cell_S7312"
"North-East",19,"Hougang Serangoon Yio Chu Kang Kovan",103.888746,1.379967,"w21zu5","Cell_S7428"
"North-East",19,"Punggol",103.910288,1.398067,"w21zuw","Cell_S7445"
"North-East",19,"Sengkang Buangkok",103.886694,1.396735,"w21zgy","Cell_S7455"
"North-East",19,"Serangoon Central Serangoon Gardens",103.870392,1.371979,"w21zg9","Cell_S7467"
"North-East",19,"Hougang Serangoon Yio Chu Kang Kovan",103.892045,1.335723,"w21zs5","Cell_S7510"
"North-East",19,"Serangoon Central Serangoon Gardens",103.872296,1.350769,"w21zet","Cell_S7723"
"North-East",20,"Ang Mo Kio",103.838221,1.369075,"w21zfc","Cell_S7999"
"North-East",20,"Bishan Thomson Road",103.848536,1.347974,"w21zej","Cell_S8116"
"North-East",20,"Ang Mo Kio",103.859194,1.369730,"w21zg3","Cell_S8170"
"North-East",20,"Bishan Thomson Road",103.848695,1.351125,"w21zej","Cell_S8201"
"North",21,"Bukit Timah Hill 7 Milestone",103.775778,1.347090,"w21z9m","Cell_S8355"
"West",22,"Jurong Tuas",103.626969,1.290032,"w21xq4","Cell_S8877"
"West",22,"Jurong Tuas",103.636191,1.347031,"w21xwm","Cell_S8931"
"West",22,"Jurong West Lakeside Boon Lay",103.696814,1.350128,"w21xxt","Cell_S9153"
"West",22,"Jurong East",103.729165,1.348038,"w21z8m","Cell_S9211"
"West",22,"Jurong West Lakeside Boon Lay",103.717247,1.347193,"w21z8j","Cell_S9467"
"West",22,"Jurong West Lakeside Boon Lay",103.707547,1.348077,"w21xxv","Cell_S9494"
"West",22,"Jurong West Lakeside Boon Lay",103.720799,1.349555,"w21z8j","Cell_S9620"
"West",22,"Jurong Joo Koon",103.684823,1.323357,"w21xx2","Cell_S9640"
"West",23,"Hillview",103.760474,1.356836,"w21z9p","Cell_S9720"
"West",23,"Bukit Batok Bukit Gombak",103.740907,1.346603,"w21z8t","Cell_S9768"
"West",23,"Bukit Batok Bukit Gombak",103.743713,1.350822,"w21z8t","Cell_S9791"
"West",23,"Hillview",103.760474,1.356836,"w21z9p","Cell_S9850"
"North",23,"Yew Tee Choa Chu Kang",103.743360,1.389106,"w21zbs","Cell_S9936"
"North",23,"Yew Tee Choa Chu Kang",103.740018,1.383787,"w21zbe","Cell_S10027"
"North",23,"Bukit Panjang",103.764019,1.382063,"w21zc5","Cell_S10087"
"North",23,"Yew Tee Choa Chu Kang",103.752078,1.378660,"w21zbf","Cell_S10117"
"North",23,"Bukit Panjang",103.769418,1.383967,"w21zc7","Cell_S10156"
"West",23,"Bukit Batok Bukit Gombak",103.752592,1.354465,"w21z8y","Cell_S10355"
"North",25,"Woodlands Marsiling Amiralty",103.773224,1.441955,"w23b1q","Cell_S10606"
"North",25,"Woodlands Marsiling Amiralty",103.753516,1.435649,"w23b0v","Cell_S10626"
"North",25,"Woodlands Marsiling Amiralty",103.799298,1.438825,"w23b4j","Cell_S10723"
"North",25,"Woodlands Marsiling Amiralty",103.806951,1.443271,"w23b4n","Cell_S10895"
"North",25,"Woodlands Marsiling Amiralty",103.773489,1.428734,"w23b1k","Cell_S10969"
"North",25,"Woodlands Marsiling Amiralty",103.802809,1.440131,"w23b4n","Cell_S11095"
"North",27,"Sembawang",103.809699,1.464295,"w23b64","Cell_S11425"
"North",27,"Yishun Khatib",103.832188,1.422558,"w23b4f","Cell_S11507"
"North",27,"Yishun Khatib",103.839680,1.418592,"w23b4f","Cell_S11729"
"Central",1,"Raffles Place",103.850555,1.285396,"w21z71","Cell_S215"
"Central",1,"Raffles Place",103.851809,1.282673,"w21z71","Cell_S426"
"Central",1,"Robinson Road Shenton Way",103.844532,1.278525,"w21z70","Cell_S449"
"Central",1,"Chinatown",103.843312,1.283641,"w21z71","Cell_S458"
"Central",1,"Marina South",103.860503,1.278887,"w21z72","Cell_S596"
"Central",1,"Chinatown",103.844320,1.287426,"w21z74","Cell_S883"
"Central",2,"Tanjong Pagar",103.844282,1.279935,"w21z71","Cell_S1037"
"Central",3,"Outram Road Tiong Bahru",103.828057,1.277007,"w21z68","Cell_S1103"
"Central",3,"Queenstown Commonwealth",103.815162,1.292420,"w21z67","Cell_S1205"
"Central",3,"Outram Road Tiong Bahru",103.826174,1.283471,"w21z69","Cell_S1238"
"Central",3,"Redhill Bukit Merah Alexandra",103.813802,1.289878,"w21z66","Cell_S1267"
"Central",3,"Outram Road Tiong Bahru",103.828963,1.283852,"w21z69","Cell_S1438"
"Central",4,"Habourfront Telok Blangah",103.818626,1.262063,"w21z4m","Cell_S1527"
"Central",4,"Depot Road",103.812434,1.274261,"w21z4r","Cell_S1641"
"Central",4,"Habourfront Telok Blangah",103.846319,1.250048,"w21z55","Cell_S1651"
"Central",4,"Habourfront Telok Blangah",103.823385,1.266181,"w21z4w","Cell_S1655"
"Central",4,"Depot Road",103.809948,1.276853,"w21z62","Cell_S1672"
"West",5,"Pasir Panjang Alexandra Kent Ridge",103.799869,1.274196,"w21z4p","Cell_S1790"
"West",5,"Clementi",103.761602,1.328376,"w21z91","Cell_S2059"
"West",5,"Clementi",103.762525,1.314559,"w21z3p","Cell_S2131"
"West",5,"Clementi",103.765432,1.296842,"w21z3h","Cell_S2162"
"Central",6,"Central Fire Station Hill Street",103.853360,1.293058,"w21z75","Cell_S2422"
"Central",6,"Central Fire Station Hill Street",103.843683,1.292643,"w21z75","Cell_S2457"
"Central",9,"Cavenagh Road Scotts Road Newton",103.836677,1.311100,"w21z6y","Cell_S2800"
"Central",9,"Orchard Road",103.838242,1.301770,"w21z6u","Cell_S2851"
"Central",9,"Orchard Road",103.837257,1.300222,"w21z6u","Cell_S2858"
"Central",9,"Cavenagh Road Scotts Road Newton",103.831693,1.306135,"w21z6t","Cell_S2902"
"Central",9,"Orchard Road",103.838242,1.301770,"w21z6u","Cell_S2974"
"Central",9,"Orchard Road",103.842227,1.300615,"w21z6u","Cell_S2998"
"Central",9,"Orchard Road",103.829222,1.306968,"w21z6t","Cell_S3025"
"Central",9,"Cavenagh Road Scotts Road Newton",103.831693,1.306135,"w21z6t","Cell_S3057"
"Central",9,"Cavenagh Road Scotts Road Newton",103.831693,1.306135,"w21z6t","Cell_S3082"
"West",10,"Bukit Timah Farrer Road Coronation Road",103.799955,1.325931,"w21zd1","Cell_S3197"
"North",10,"Bukit Timah Stevens Road",103.830979,1.309875,"w21z6w","Cell_S3256"
"West",10,"Holland Road Ghim Moh",103.787618,1.332537,"w21z9d","Cell_S3344"
"Central",10,"Tanglin Road River Valley",103.823883,1.304853,"w21z6t","Cell_S3420"
"West",10,"Bukit Timah Farrer Road Coronation Road",103.812523,1.321803,"w21zd2","Cell_S3489"
"North",11,"Bukit Timah old Turf Club",103.809412,1.334095,"w21zd4","Cell_S3580"
"North-East",12,"Geylang Bahru",103.864041,1.319302,"w21ze2","Cell_S3742"
"North-East",12,"Geylang Bahru",103.861613,1.318010,"w21z7r","Cell_S3996"
"North-East",12,"Braddell Toa Payoh",103.847654,1.335221,"w21ze5","Cell_S4105"
"North-East",13,"Potong Pasir Housing Estate",103.865177,1.344716,"w21zes","Cell_S4243"
"East",14,"Kembangan",103.910671,1.337777,"w21zse","Cell_S4331"
"East",14,"Paya Lebar Malay Village Geylang Serai",103.893856,1.314698,"w21zkp","Cell_S4346"
"East",14,"Kembangan",103.907467,1.332890,"w21zs6","Cell_S4405"
"East",14,"Paya Lebar Malay Village Geylang Serai",103.892775,1.324277,"w21zs1","Cell_S4463"
"East",14,"Kallang Aljunied Geylang",103.875556,1.316914,"w21z7x","Cell_S4484"
"East",14,"Paya Lebar Malay Village Geylang Serai",103.893519,1.333975,"w21zs4","Cell_S4626"
"East",14,"Paya Lebar Malay Village Geylang Serai",103.892775,1.324277,"w21zs1","Cell_S4665"
"East",14,"Kallang Aljunied Geylang",103.888832,1.320173,"w21zs0","Cell_S4781"
"East",15,"Katong Tanjong Rhu",103.867225,1.296106,"w21z7e","Cell_S4868"
"East",15,"Katong Tanjong Rhu",103.899906,1.299575,"w21zkk","Cell_S5005"
"East",15,"Katong Joo Chiat",103.903824,1.307956,"w21zkq","Cell_S5083"
"East",15,"Katong Joo Chiat",103.899054,1.315522,"w21zkr","Cell_S5155"
"East",16,"Bedok Chai Chee",103.933395,1.323881,"w21zt1","Cell_S5563"
"East",16,"Bedok Chai Chee",103.929041,1.334704,"w21zsf","Cell_S5579"
"East",16,"Bedok Chai Chee",103.941370,1.316225,"w21zmp","Cell_S5586"
"East",16,"Singapore Expo Old Bedok Road Changi South",103.960174,1.331248,"w21ztd","Cell_S5616"
"East",16,"Bedok Reservoir",103.923289,1.337023,"w21zsg","Cell_S5619"
"East",17,"Changi Airport",103.991779,1.361879,"w21zwr","Cell_S5736"
"East",17,"Changi Airport",103.991779,1.361879,"w21zwr","Cell_S5812"
"East",17,"Changi Coast",103.968036,1.351587,"w21zty","Cell_S5815"
"East",17,"Changi Airport",103.995850,1.374481,"w21zy6","Cell_S5927"
"East",17,"Changi Coast",103.968036,1.351587,"w21zty","Cell_S5944"
"East",18,"Pasir Ris",103.942957,1.374144,"w21zv6","Cell_S6059"
"East",18,"Tampines Simei",103.939402,1.350198,"w21ztj","Cell_S6102"
"East",18,"Pasir Ris",103.964748,1.364305,"w21zvb","Cell_S6118"
"East",18,"Tampines Simei",103.955889,1.342457,"w21zts","Cell_S6196"
"East",18,"Tampines Simei",103.944918,1.353180,"w21ztq","Cell_S6359"
"East",18,"Tampines Simei",103.951897,1.358853,"w21ztr","Cell_S6591"
"East",18,"Pasir Ris",103.936976,1.379418,"w21zv5","Cell_S6713"
"North-East",19,"Sengkang Buangkok",103.884105,1.360058,"w21zez","Cell_S6805"
"North-East",19,"Hougang Serangoon Yio Chu Kang Kovan",103.883737,1.352531,"w21zey","Cell_S6812"
"North-East",19,"Hougang Serangoon Yio Chu Kang Kovan",103.892045,1.335723,"w21zs5","Cell_S6979"
"North-East",19,"Serangoon Central Serangoon Gardens",103.865165,1.365189,"w21zg8","Cell_S6984"
"North-East",19,"Hougang Serangoon Yio Chu Kang Kovan",103.890106,1.341066,"w21zsh","Cell_S7064"
"North-East",19,"Punggol",103.908892,1.399877,"w21zuw","Cell_S7085"
"North-East",19,"Serangoon Central Serangoon Gardens",103.874087,1.371323,"w21zg9","Cell_S7217"
"North-East",19,"Serangoon Central Serangoon Gardens",103.866701,1.365651,"w21zg8","Cell_S7236"
"North-East",19,"Hougang Serangoon Yio Chu Kang Kovan",103.880281,1.352637,"w21zey","Cell_S7310"
"North-East",19,"Serangoon Central Serangoon Gardens",103.873638,1.354920,"w21zew","Cell_S7382"
"North-East",19,"Serangoon Central Serangoon Gardens",103.873203,1.346265,"w21zet","Cell_S7419"
"North-East",19,"Punggol",103.907178,1.401771,"w21zur","Cell_S7554"
"North-East",19,"Sengkang Buangkok",103.905853,1.387940,"w21zuk","Cell_S7568"
"North-East",19,"Sengkang Buangkok",103.885495,1.391728,"w21zgv","Cell_S7636"
"North-East",19,"Punggol",103.907178,1.401771,"w21zur","Cell_S7777"
"North-East",19,"Sengkang Buangkok",103.894481,1.381888,"w21zu5","Cell_S7800"
"North-East",20,"Ang Mo Kio",103.834659,1.369461,"w21zfc","Cell_S7879"
"North-East",20,"Ang Mo Kio",103.838221,1.369075,"w21zfc","Cell_S7951"
"North-East",20,"Ang Mo Kio",103.835365,1.380719,"w21zfg","Cell_S8005"
"North-East",20,"Ang Mo Kio",103.851702,1.361347,"w21zep","Cell_S8175"
"North-East",20,"Bishan Thomson Road",103.852539,1.350080,"w21zej","Cell_S8239"
"North",21,"Bukit Timah King Albert Park",103.766803,1.327291,"w21z93","Cell_S8375"
"North",21,"Bukit Timah King Albert Park",103.769290,1.335954,"w21z97","Cell_S8417"
"North",21,"Bukit Timah Hill 7 Milestone",103.775778,1.347090,"w21z9m","Cell_S8470"
"West",22,"Jurong Tuas",103.689393,1.351566,"w21xxw","Cell_S8596"
"West",22,"Jurong East",103.739940,1.321965,"w21z88","Cell_S8662"
"West",22,"Jurong East",103.746695,1.319018,"w21z8b","Cell_S8780"
"West",22,"Jurong West Lakeside Boon Lay",103.694362,1.343751,"w21xxs","Cell_S8874"
"West",22,"Jurong Tuas",103.689393,1.351566,"w21xxw","Cell_S8910"
"West",22,"Jurong East",103.735616,1.308857,"w21z2w","Cell_S8917"
"West",22,"Jurong West Lakeside Boon Lay",103.705523,1.335848,"w21xxg","Cell_S9204"
"West",22,"Jurong West Lakeside Boon Lay",103.690938,1.344460,"w21xxs","Cell_S9238"
"West",22,"Taman Jurong",103.719807,1.339061,"w21z85","Cell_S9402"
"West",22,"Jurong East",103.740055,1.341785,"w21z8s","Cell_S9488"
"West",22,"Jurong Tuas",103.653197,1.313499,"w21xqx","Cell_S9500"
"West",22,"Jurong Joo Koon",103.698987,1.327085,"w21xx9","Cell_S9530"
"North",23,"Yew Tee Choa Chu Kang",103.744538,1.378236,"w21zbf","Cell_S9786"
"North",23,"Yew Tee Choa Chu Kang",103.746047,1.398627,"w21zby","Cell_S9896"
"West",23,"Bukit Batok Bukit Gombak",103.752592,1.354465,"w21z8y","Cell_S9981"
"North",23,"Yew Tee Choa Chu Kang",103.742401,1.378684,"w21zbd","Cell_S10043"
"North",23,"Bukit Panjang",103.768139,1.377879,"w21zc6","Cell_S10051"
"West",23,"Bukit Batok Bukit Gombak",103.760517,1.346151,"w21z9j","Cell_S10269"
"West",23,"Bukit Batok Bukit Gombak",103.747635,1.362167,"w21z8z","Cell_S10306"
"North",23,"Yew Tee Choa Chu Kang",103.743360,1.389106,"w21zbs","Cell_S10343"
"West",23,"Bukit Batok Bukit Gombak",103.755344,1.348695,"w21z9j","Cell_S10362"
"North",23,"Yew Tee Choa Chu Kang",103.749694,1.393588,"w21zbv","Cell_S10368"
"West",23,"Bukit Batok Bukit Gombak",103.743713,1.350822,"w21z8t","Cell_S10394"
"North",25,"Woodlands Marsiling Amiralty",103.793831,1.429512,"w23b1u","Cell_S10528"
"North",25,"Woodlands Marsiling Amiralty",103.753516,1.435649,"w23b0v","Cell_S10535"
